#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	strain	sampleID	contig	plant	syncom	treatment	generation	line	sample_type	condition
Root29_contig_1	1	6549547	336992	6517448	99.5099	7.61405	39.3	41.5	Root29	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root935_contig_1	1	5125288	4861432	5119944	99.8957	141.698	39.6	41.4	Root935	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root685_contig_1	1	4404136	188554	4384741	99.5596	6.37598	39.4	41.9	Root685	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root101_contig_1	1	4394404	1416	188491	4.28934	0.0476206	39.2	41.8	Root101	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root61_contig_1	1	4027981	1400442	4026720	99.9687	51.5617	39.3	41.8	Root61	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root265_contig_1	1	6686035	425042	6673900	99.8185	9.44231	39.4	38.7	Root265	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root418_contig_1	1	7312949	731384	7289153	99.6746	14.8289	39.4	41.6	Root418	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root695_contig_1	1	6390105	318392	6370657	99.6957	7.41578	39.4	40.8	Root695	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root695_contig_2	1	198363	9298	197532	99.5811	6.98803	39.5	39.3	Root695	g15_l4	2	col0	at	native	15	4	generation	col0_at
Root695_contig_3	1	23329	1358	23315	99.94	8.65969	39.5	42.0	Root695	g15_l4	3	col0	at	native	15	4	generation	col0_at
Root68_contig_1	1	6297301	86934	5211001	82.7498	2.05376	39.5	40.3	Root68	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root142_contig_1	1	3975743	93892	3794788	95.4485	3.51674	39.4	41.1	Root142	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root142_contig_2	1	1955139	46702	1873340	95.8162	3.55751	39.5	41.2	Root142	g15_l4	2	col0	at	native	15	4	generation	col0_at
Root142_contig_3	1	1020406	25698	983400	96.3734	3.75211	39.5	41.0	Root142	g15_l4	3	col0	at	native	15	4	generation	col0_at
Root142_contig_4	1	866837	22894	840997	97.019	3.93787	39.5	41.1	Root142	g15_l4	4	col0	at	native	15	4	generation	col0_at
Root1310_contig_1	1	9313930	3351456	9282972	99.6676	53.173	39.2	41.6	Root1310	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root1310_contig_2	1	276174	195882	275409	99.723	104.9	39.3	40.9	Root1310	g15_l4	2	col0	at	native	15	4	generation	col0_at
Root480_contig_1	1	3678341	114820	3604321	97.9877	4.63572	39.4	41.9	Root480	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root720_contig_1	1	5297621	21294	2190651	41.3516	0.596458	39.3	40.6	Root720	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot1_contig_1	1	6184059	334	44079	0.712784	0.00801706	39.5	36.7	LjRoot1	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot52_contig_1	1	5592429	140828	5369917	96.0212	3.74056	39.4	41.6	LjRoot52	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot17_contig_1	1	3400871	186	25569	0.751837	0.00816556	39.4	41.6	LjRoot17	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot72_contig_1	1	5051517	158	21562	0.426842	0.00468176	39.5	40.0	LjRoot72	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot82_contig_1	1	5009941	137386	4865867	97.1242	4.09614	39.6	40.7	LjRoot82	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot222_contig_1	1	4720695	4530	579222	12.2698	0.142811	39.4	41.7	LjRoot222	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot44_contig_1	1	3803502	110	8055	0.211779	0.00431234	39.4	19.3	LjRoot44	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot80_contig_1	1	6024117	32964	3144177	52.1932	0.812481	39.4	38.3	LjRoot80	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot80_contig_2	1	315699	1368	138041	43.7255	0.642799	39.4	41.0	LjRoot80	g15_l4	2	col0	at	native	15	4	generation	col0_at
LjRoot33_contig_1	1	5239285	533632	5236919	99.9548	15.1689	39.5	41.7	LjRoot33	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjNodule218_contig_1	1	6816670	95482	5768719	84.6266	2.08475	39.4	40.9	LjNodule218	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjNodule218_contig_2	1	651417	9954	572905	87.9475	2.27703	39.5	40.3	LjNodule218	g15_l4	2	col0	at	native	15	4	generation	col0_at
LjNodule218_contig_3	1	296196	4566	255130	86.1355	2.29659	39.5	39.5	LjNodule218	g15_l4	3	col0	at	native	15	4	generation	col0_at
LjRoot59_contig_1	1	6711861	3638644	6708661	99.9523	80.5906	39.5	40.9	LjRoot59	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot46_contig_1	1	4406614	2028	73530	1.66863	0.0681006	39.5	2.72	LjRoot46	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot46_contig_2	1	1386995	62	5132	0.370009	0.00669	39.6	12.4	LjRoot46	g15_l4	2	col0	at	native	15	4	generation	col0_at
LjRoot46_contig_3	1	280132	6	773	0.275941	0.00321277	39.6	28.0	LjRoot46	g15_l4	3	col0	at	native	15	4	generation	col0_at
LjRoot46_contig_4	1	137921	4	481	0.34875	0.00435032	39.9	42.0	LjRoot46	g15_l4	4	col0	at	native	15	4	generation	col0_at
LjRoot303_contig_1	1	8514157	170	5081	0.0596771	0.00286159	39.3	1.12	LjRoot303	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot60_contig_1	1	3971937	70	9827	0.247411	0.00262315	39.5	42.0	LjRoot60	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot60_contig_2	1	167542	8	1179	0.703704	0.00716238	38.8	42.0	LjRoot60	g15_l4	2	col0	at	native	15	4	generation	col0_at
LjRoot262_contig_1	1	4527900	52822	1169058	25.819	1.73027	39.4	7.77	LjRoot262	g15_l4	1	col0	at	native	15	4	generation	col0_at
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	2	col0	at	native	15	4	generation	col0_at
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	3	col0	at	native	15	4	generation	col0_at
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	4	col0	at	native	15	4	generation	col0_at
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	5	col0	at	native	15	4	generation	col0_at
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	6	col0	at	native	15	4	generation	col0_at
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	7	col0	at	native	15	4	generation	col0_at
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g15_l4	8	col0	at	native	15	4	generation	col0_at
LjRoot5_contig_1	1	4452308	0	0	0.0	0.0	0.0	0.0	LjRoot5	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot24_contig_1	1	3631992	0	0	0.0	0.0	0.0	0.0	LjRoot24	g15_l4	1	col0	at	native	15	4	generation	col0_at
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g15_l4	2	col0	at	native	15	4	generation	col0_at
LjRoot44_contig_2	1	31311	0	0	0.0	0.0	0.0	0.0	LjRoot44	g15_l4	2	col0	at	native	15	4	generation	col0_at
LjRoot46_contig_5	1	90004	0	0	0.0	0.0	0.0	0.0	LjRoot46	g15_l4	5	col0	at	native	15	4	generation	col0_at
Root83_contig_1	1	6242359	178378	6052048	96.9513	4.23872	39.4	40.3	Root83	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root131_contig_1	1	5452892	54	6692	0.122724	0.0014695	39.6	20.2	Root131	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root131_contig_2	1	358064	2	300	0.0837839	0.000837839	39.3	42.0	Root131	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root131_contig_3	1	349599	8	1075	0.307495	0.0034325	39.6	42.0	Root131	g15_l5	3	col0	at	native	15	5	generation	col0_at
Root123D2_contig_1	1	4592849	1017086	4591594	99.9727	32.9667	39.5	41.9	Root123D2	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root123D2_contig_2	1	209642	43770	209624	99.9914	31.0592	39.4	42.0	Root123D2	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root77_contig_1	1	4050161	184502	4033793	99.5959	6.75693	39.3	41.8	Root77	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root77_contig_2	1	224003	10768	222885	99.5009	7.14557	39.4	42.0	Root77	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root29_contig_1	1	6549547	204460	6389723	97.5598	4.61689	39.3	41.5	Root29	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root935_contig_1	1	5125288	6885098	5120712	99.9107	200.685	39.6	41.4	Root935	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root685_contig_1	1	4404136	112944	4253275	96.5746	3.81734	39.5	41.9	Root685	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root101_contig_1	1	4394404	1016	133848	3.04587	0.0341311	39.2	41.5	Root101	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root61_contig_1	1	4027981	1111372	4026449	99.962	40.9056	39.3	41.8	Root61	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root265_contig_1	1	6686035	271796	6636806	99.2637	6.03703	39.4	38.6	Root265	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root418_contig_1	1	7312949	1352296	7298516	99.8026	27.4037	39.4	41.6	Root418	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root695_contig_1	1	6390105	551348	6383335	99.8941	12.8404	39.4	40.7	Root695	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root695_contig_2	1	198363	16472	198340	99.9884	12.3702	39.5	39.0	Root695	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root695_contig_3	1	23329	2308	23319	99.9571	14.7121	39.4	42.0	Root695	g15_l5	3	col0	at	native	15	5	generation	col0_at
Root68_contig_1	1	6297301	19656	2077809	32.9952	0.464282	39.5	38.9	Root68	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root142_contig_1	1	3975743	127260	3911155	98.3754	4.76535	39.4	41.2	Root142	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root142_contig_2	1	1955139	63670	1925527	98.4854	4.85162	39.5	41.3	Root142	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root142_contig_3	1	1020406	34004	1005387	98.5281	4.96724	39.5	41.0	Root142	g15_l5	3	col0	at	native	15	5	generation	col0_at
Root142_contig_4	1	866837	29918	857558	98.9296	5.1459	39.5	41.1	Root142	g15_l5	4	col0	at	native	15	5	generation	col0_at
Root1310_contig_1	1	9313930	2021260	9274375	99.5753	32.0525	39.3	41.6	Root1310	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root1310_contig_2	1	276174	119632	274954	99.5582	64.0399	39.3	40.8	Root1310	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root480_contig_1	1	3678341	246434	3671565	99.8158	9.9458	39.4	41.9	Root480	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root720_contig_1	1	5297621	9662	1144420	21.6025	0.270425	39.4	40.8	Root720	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot1_contig_1	1	6184059	672	88426	1.4299	0.0161939	39.4	37.4	LjRoot1	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot5_contig_1	1	4452308	28	2769	0.0621925	0.000921769	39.5	0.786	LjRoot5	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot52_contig_1	1	5592429	266364	5573914	99.6689	7.07495	39.4	41.6	LjRoot52	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot17_contig_1	1	3400871	346	46365	1.36333	0.0151035	39.4	41.3	LjRoot17	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot72_contig_1	1	5051517	288	38485	0.76185	0.00847825	39.4	40.0	LjRoot72	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot82_contig_1	1	5009941	5556	625590	12.487	0.165222	39.6	35.6	LjRoot82	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot222_contig_1	1	4720695	519794	4718543	99.9544	16.3771	39.4	41.8	LjRoot222	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot44_contig_1	1	3803502	178	20342	0.534823	0.00694728	39.5	32.8	LjRoot44	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot80_contig_1	1	6024117	55330	4256972	70.6655	1.36357	39.4	38.2	LjRoot80	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot80_contig_2	1	315699	2266	190174	60.239	1.06589	39.4	41.3	LjRoot80	g15_l5	2	col0	at	native	15	5	generation	col0_at
LjRoot33_contig_1	1	5239285	667888	5236994	99.9563	18.9783	39.5	41.7	LjRoot33	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjNodule218_contig_1	1	6816670	131234	6280963	92.1412	2.86333	39.4	40.9	LjNodule218	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjNodule218_contig_2	1	651417	13254	606342	93.0805	3.03012	39.5	40.4	LjNodule218	g15_l5	2	col0	at	native	15	5	generation	col0_at
LjNodule218_contig_3	1	296196	5906	275394	92.9769	2.96956	39.5	39.5	LjNodule218	g15_l5	3	col0	at	native	15	5	generation	col0_at
LjRoot59_contig_1	1	6711861	3100406	6708791	99.9543	68.6607	39.5	40.9	LjRoot59	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot46_contig_1	1	4406614	1636	70870	1.60826	0.0550817	39.5	3.45	LjRoot46	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot46_contig_2	1	1386995	88	7019	0.506058	0.00949318	39.4	15.6	LjRoot46	g15_l5	2	col0	at	native	15	5	generation	col0_at
LjRoot46_contig_3	1	280132	14	1586	0.566162	0.00749647	39.0	24.1	LjRoot46	g15_l5	3	col0	at	native	15	5	generation	col0_at
LjRoot46_contig_4	1	137921	6	711	0.515513	0.00598894	38.5	17.7	LjRoot46	g15_l5	4	col0	at	native	15	5	generation	col0_at
LjRoot46_contig_5	1	90004	4	600	0.666637	0.00666637	40.0	42.0	LjRoot46	g15_l5	5	col0	at	native	15	5	generation	col0_at
LjRoot303_contig_1	1	8514157	80	3610	0.0424	0.00131569	38.7	1.02	LjRoot303	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot60_contig_1	1	3971937	188	25079	0.631405	0.00703485	39.5	36.4	LjRoot60	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot60_contig_2	1	167542	8	1200	0.716238	0.00716238	39.5	42.0	LjRoot60	g15_l5	2	col0	at	native	15	5	generation	col0_at
LjRoot262_contig_1	1	4527900	1803634	4524646	99.9281	59.1152	39.4	41.6	LjRoot262	g15_l5	1	col0	at	native	15	5	generation	col0_at
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g15_l5	4	col0	at	native	15	5	generation	col0_at
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g15_l5	5	col0	at	native	15	5	generation	col0_at
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g15_l5	6	col0	at	native	15	5	generation	col0_at
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g15_l5	7	col0	at	native	15	5	generation	col0_at
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g15_l5	8	col0	at	native	15	5	generation	col0_at
LjRoot24_contig_1	1	3631992	0	0	0.0	0.0	0.0	0.0	LjRoot24	g15_l5	1	col0	at	native	15	5	generation	col0_at
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g15_l5	2	col0	at	native	15	5	generation	col0_at
LjRoot44_contig_2	1	31311	0	0	0.0	0.0	0.0	0.0	LjRoot44	g15_l5	2	col0	at	native	15	5	generation	col0_at
Root83_contig_1	1	6242359	538	69169	1.10806	0.0127369	39.4	33.6	Root83	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_1	1	5452892	24	2917	0.0534945	0.000644429	39.6	0.167	Root131	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root123D2_contig_1	1	4592849	923940	4591824	99.9777	29.9577	39.5	41.9	Root123D2	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root123D2_contig_2	1	209642	39088	209642	100.0	27.7668	39.5	42.0	Root123D2	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
Root77_contig_1	1	4050161	182092	4029763	99.4964	6.66914	39.3	41.8	Root77	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root77_contig_2	1	224003	10530	223391	99.7268	6.97984	39.4	42.0	Root77	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
Root29_contig_1	1	6549547	934	115921	1.76991	0.0211557	39.3	34.0	Root29	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root935_contig_1	1	5125288	6468102	5120454	99.9057	188.565	39.6	41.4	Root935	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root685_contig_1	1	4404136	488	67767	1.53871	0.0165504	39.5	41.5	Root685	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root101_contig_1	1	4394404	4	568	0.0129255	0.000136537	39.7	42.0	Root101	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root61_contig_1	1	4027981	393162	4024532	99.9144	14.4734	39.3	41.8	Root61	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root265_contig_1	1	6686035	183568	6505732	97.3033	4.07852	39.4	38.7	Root265	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root418_contig_1	1	7312949	10300	731353	10.0008	0.208442	39.4	18.7	Root418	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root695_contig_1	1	6390105	332608	6374426	99.7546	7.74822	39.4	40.7	Root695	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root695_contig_2	1	198363	10554	198078	99.8563	7.92663	39.5	39.0	Root695	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
Root695_contig_3	1	23329	1390	23165	99.297	8.86206	39.4	42.0	Root695	g15_l6	3	col0	lj	non-native	15	6	generation	col0_lj
Root68_contig_1	1	6297301	2374	52529	0.834151	0.0555022	39.4	2.53	Root68	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root142_contig_1	1	3975743	4012	117010	2.9431	0.149598	39.5	3.26	Root142	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root142_contig_2	1	1955139	484	19590	1.00197	0.036511	39.3	13.3	Root142	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
Root142_contig_3	1	1020406	628	15509	1.51989	0.090564	39.5	8.95	Root142	g15_l6	3	col0	lj	non-native	15	6	generation	col0_lj
Root142_contig_4	1	866837	788	12177	1.40476	0.136156	39.6	27.5	Root142	g15_l6	4	col0	lj	non-native	15	6	generation	col0_lj
Root1310_contig_1	1	9313930	2382	322361	3.46106	0.037846	39.2	41.7	Root1310	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root1310_contig_2	1	276174	152	19938	7.21936	0.0814233	39.3	40.6	Root1310	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
Root480_contig_1	1	3678341	86782	3507617	95.3587	3.50377	39.4	41.9	Root480	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root720_contig_1	1	5297621	66	8840	0.166867	0.00183781	39.1	34.5	Root720	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot1_contig_1	1	6184059	281378	6146634	99.3948	6.75383	39.4	40.3	LjRoot1	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot5_contig_1	1	4452308	18	2383	0.0535228	0.000565549	39.2	0.556	LjRoot5	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot52_contig_1	1	5592429	210518	5545376	99.1586	5.59114	39.4	41.4	LjRoot52	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot17_contig_1	1	3400871	148408	3382293	99.4537	6.48152	39.4	41.7	LjRoot17	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot72_contig_1	1	5051517	890858	5050170	99.9733	26.2516	39.4	41.7	LjRoot72	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot82_contig_1	1	5009941	505694	5006183	99.925	15.077	39.6	40.8	LjRoot82	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot222_contig_1	1	4720695	494874	4717928	99.9414	15.5974	39.4	41.8	LjRoot222	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot24_contig_1	1	3631992	2	265	0.00729627	0.0000825993	39.7	0.0	LjRoot24	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot44_contig_1	1	3803502	851454	3799259	99.8884	33.2286	39.4	41.8	LjRoot44	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot44_contig_2	1	31311	8382	31266	99.8563	39.6323	39.3	42.0	LjRoot44	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
LjRoot80_contig_1	1	6024117	89178	5205647	86.4134	2.19755	39.4	38.3	LjRoot80	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot80_contig_2	1	315699	1062	120892	38.2934	0.500464	39.4	41.6	LjRoot80	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
LjRoot33_contig_1	1	5239285	665842	5237487	99.9657	18.9236	39.5	41.7	LjRoot33	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjNodule218_contig_1	1	6816670	260686	6766797	99.2684	5.6904	39.4	40.9	LjNodule218	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjNodule218_contig_2	1	651417	26320	647588	99.4122	6.02106	39.5	40.4	LjNodule218	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
LjNodule218_contig_3	1	296196	11412	294694	99.4929	5.74528	39.5	39.4	LjNodule218	g15_l6	3	col0	lj	non-native	15	6	generation	col0_lj
LjRoot59_contig_1	1	6711861	6220068	6709360	99.9627	137.791	39.5	40.9	LjRoot59	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot46_contig_1	1	4406614	308526	4401895	99.8929	10.4197	39.4	40.7	LjRoot46	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot46_contig_2	1	1386995	94210	1386587	99.9706	10.117	39.5	41.4	LjRoot46	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
LjRoot46_contig_3	1	280132	17106	279715	99.8511	9.10121	39.5	41.2	LjRoot46	g15_l6	3	col0	lj	non-native	15	6	generation	col0_lj
LjRoot46_contig_4	1	137921	11578	137906	99.9891	12.5013	39.5	42.0	LjRoot46	g15_l6	4	col0	lj	non-native	15	6	generation	col0_lj
LjRoot46_contig_5	1	90004	7460	90004	100.0	12.3385	39.5	42.0	LjRoot46	g15_l6	5	col0	lj	non-native	15	6	generation	col0_lj
LjRoot60_contig_1	1	3971937	1150310	3969909	99.9489	42.9953	39.4	41.7	LjRoot60	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
LjRoot60_contig_2	1	167542	72502	167542	100.0	64.4187	39.4	42.0	LjRoot60	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
LjRoot262_contig_1	1	4527900	5006706	4525289	99.9423	164.165	39.4	41.9	LjRoot262	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	3	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	4	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	5	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	6	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	7	col0	lj	non-native	15	6	generation	col0_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g15_l6	8	col0	lj	non-native	15	6	generation	col0_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g15_l6	2	col0	lj	non-native	15	6	generation	col0_lj
LjRoot303_contig_1	1	8514157	0	0	0.0	0.0	0.0	0.0	LjRoot303	g15_l6	1	col0	lj	non-native	15	6	generation	col0_lj
Root83_contig_1	1	6242359	546	72557	1.16233	0.01299	39.4	36.0	Root83	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root131_contig_1	1	5452892	14	1868	0.0342571	0.000371363	39.0	18.1	Root131	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root131_contig_3	1	349599	2	300	0.0858126	0.000858126	39.8	42.0	Root131	g15_l7	3	col0	lj	non-native	15	7	generation	col0_lj
Root123D2_contig_1	1	4592849	600356	4591182	99.9637	19.4663	39.4	41.9	Root123D2	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root123D2_contig_2	1	209642	25544	209611	99.9852	18.1318	39.5	42.0	Root123D2	g15_l7	2	col0	lj	non-native	15	7	generation	col0_lj
Root77_contig_1	1	4050161	104566	3914966	96.662	3.82948	39.3	41.8	Root77	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root77_contig_2	1	224003	5794	215976	96.4166	3.83842	39.4	42.0	Root77	g15_l7	2	col0	lj	non-native	15	7	generation	col0_lj
Root29_contig_1	1	6549547	1128	136799	2.08868	0.0254874	39.4	32.2	Root29	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root935_contig_1	1	5125288	3917614	5119964	99.8961	114.206	39.6	41.4	Root935	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root685_contig_1	1	4404136	1050	142370	3.23264	0.0355248	39.5	41.5	Root685	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root101_contig_1	1	4394404	10	1321	0.030061	0.000341343	39.0	33.6	Root101	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root61_contig_1	1	4027981	76696	3714773	92.2242	2.82308	39.3	41.8	Root61	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root265_contig_1	1	6686035	109090	5932836	88.7347	2.42322	39.4	38.6	Root265	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root418_contig_1	1	7312949	11366	1123856	15.368	0.230646	39.4	29.5	Root418	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root695_contig_1	1	6390105	155708	6144915	96.163	3.6264	39.4	40.7	Root695	g15_l7	1	col0	lj	non-native	15	7	generation	col0_lj
Root695_contig_2	1	198363	4616	190357	95.964	3.46689	39.5	39.1	Root695	g15_l7	2	col0	lj	non-native	15	7	generation	col0_lj
Root695_contig_3	1	23329	694	22712	97.3552	4.4359	39.4	41.9	Root695	g15_l7	3	col0	lj	non-native	15	7	generation	col0_lj
